title,text,subject,date,label
CHARITY GETS MILLIONS From US To Train “Vulnerable Afghans”," Stunning doesn t even come close to describing the Department of Labor s waste of the American taxpayer s money!WE VE BLOWN $113 BILLION (YES, THAT S BILLION WITH A B) TO REBUILD THE ISLAMIC COUNTRY OF AFGHANISTAN! Among the federal agencies that have disbursed huge sums to famously corrupt Afghanistan reconstruction causes is the U.S. Department of Labor (DOL), which has spent more than $11 million with the single biggest chunk of money going to a leftist charity whose president earns a stunning $600,000 a year.It s a tiny snippet of the $113 billion Uncle Sam has blown on wasteful projects presented to American taxpayers as necessary to rebuild the Islamic country renowned as a hotbed of terrorism.In the DOL s case, the cash is supposed to fund programs that provide Afghans with an education, work and life skills as well as well as job training. The biggest single portion of the DOL investment has gone to the New York-based International Rescue Committee (IRC) to provide  vocational training for vulnerable Afghans  and programs that increase wages and self-employment. The IRC claims that it responds to the world s worst humanitarian crises and helps restore health, safety, education, economic wellbeing and power to people devastated by conflict and disaster. Last year a British newspaper reported that the head of IRC, former British Foreign Secretary David Miliband, earns  a staggering $600,000 per year  at the nonprofit. That s nearly four times the salary of the nation s prime minister, the newspaper pointed out, and several hundred thousand more than the president of the United States.Americans have given the IRC $3.4 million, according to the Special Inspector General for Afghanistan Reconstruction (SIGAR) and the watchdog wants to know how the money is being spent and if program goals have been met. In a report issued this month SIGAR notes that, besides IRC, several other groups received lots of money without revealing how it was spent. UNICEF got $3 million to demobilize child soldiers and provide them with reintegration, psycho-social and medical support. The rest of the DOL money supposedly funded activities that included training Afghan women to produce school uniforms for Afghan girls, assisting the Ministry of Labor, Social Affairs, Martyrs and Disabled to improve protection of workers  rights and reforming labor laws and regulations in the country. Raising awareness of child labor is another popular cause that got generous funding.While the U.S. keeps the flood of cash flowing, there s no follow up to determine if the huge investment has been effective. As of the end of 2015, the U.S. has appropriated about $113 billion for relief and reconstruction in Afghanistan, the watchdog writes in its latest DOL report. The largest portion $96 billion has been managed by the Department of Defense (DOD), the State Department and the U.S. Agency for International Development (USAID).Judicial Watch has reported extensively on this in the last few years and the fact that there s virtually no oversight once the money has been doled out. The government does a pathetic job tracking programs  successes of failures and SIGAR has faced huge obstacles in the course of its probes even though it s supposed to be an independent watchdog with unlimited access to information necessary to expose government fraud or wrongdoing. When the watchdog launched an investigation into how Afghanistan reconstruction money is being spent agencies  provided disparate information,  the report states, which required  additional follow-up. READ MORE: JUDICIAL WATCH",Government News,"May 20, 2016",Fake
LIVE FEED: INAUGURATION 2017!, ,politics,"Jan 20, 2017",Fake
Senate repeals Labor Dept. municipal retirement plan rule,"WASHINGTON (Reuters) - A divided U.S. Senate on Thursday killed a regulation that had exempted city-run retirement savings plans for low-income workers from strict pension protection laws. Utah Republican Orrin Hatch, the resolution’s sponsor, has said he expects the Senate to soon repeal a related rule on state-operated retirement plans.  That resolution may face a tougher time than the one on municipal plans, which barely passed in a 50-49 vote. States are farther along establishing retirement programs for people who do not have workplace savings plans, and Republicans who advocate for states’ rights are more skeptical of the resolution. The House of Representatives has already passed both resolutions. Thursday’s vote marked the 12th time the Republican-controlled Congress has successfully killed an Obama-era regulation through the use of an obscure 1996 law known as the Congressional Review Act. The law lets Congress repeal a newly minted rule through  simple majority votes in the House and Senate, and a signature from the president. A “substantially similar” rule can never be enacted in its place. The Labor Department rule was finalized after May 2016, putting it into the window of time set by the law when Congress can repeal it. Using the resolutions, Republicans have sent rules spanning a variety of areas to the chopping block in hopes of loosening regulation they say constricts economic growth.  Thursday’s resolution and its near-twin for state plans counters the trend by maintaining regulatory requirements. Toward the end of President Barack Obama’s tenure, his Labor Department exempted both state and city-run retirement plans from the 1974 Employee Retirement Income Security Act, or ERISA, a law designed to protect workers’ savings with detailed compliance requirements. Private-sector workers whose employers do not offer 401(k) or other retirement benefits, and who often have low incomes, are automatically enrolled in the plans being launched in states such as California, Illinois and Oregon.  States say the ERISA exemption lets employers pass workers’ money into plans without footing compliance costs. They also say Wall Street wants to block the plans because they create competition. But the Investment Company Institute, a mutual funds trade group, the U.S. Chamber of Commerce and others in financial services say the exemptions shortchange workers from important federal pension protections that other workers receive. ",politicsNews,"March 30, 2017 ",True
Trump explained U.S. position on THAAD to Xi: South Korea,"SEOUL (Reuters) - U.S. President Donald Trump told South Korea on Saturday he had explained to China’s President Xi Jinping America’s position on the deployment of an anti-missile defense system to South Korea, according to a statement from South Korea’s acting leader. Trump informed South Korean Prime Minister Hwang Kyo-ahn in a Saturday telephone call of his summit discussion with Xi. China has opposed the deployment of the U.S.-supplied High Altitude Area Defense (THAAD) in South Korea, arguing it could threaten its security, but South Korea and the United States say it is aimed at countering North Korea’s missile threat.  China has increased pressure and imposed restrictions on some South Korean companies doing business in China, which led many in the South to believe Beijing was retaliating against the deployment of the missile system. “President Trump said he and President Xi held in-depth discussions on the seriousness of North Korea’s nuclear problem and how to respond to it, and also said he had conveyed the U.S. position on the THAAD deployment,” the statement said. Trump pressed Xi to do more to curb North Korea’s nuclear programme in their summit meeting at Trump’s Mar-a-Lago resort in Florida, U.S. Secretary of State Rex Tillerson said. The U.S. military began deployment of the THAAD system in March, a day after the North test-fired four ballistic missiles. China has not directly said it is targeting South Korean companies.  ",politicsNews,"April 8, 2017 ",True
Kosovo war crimes court ready for first indictments: chief judge,"PRISTINA (Reuters) - A special court with international prosecutors and judges set up to tackle alleged war crimes by ethnic Albanians against Serbs during Kosovo s 1998-99 war is ready to proceed with its first indictments, its president said in an interview. The court, which could indict or call as witnesses current officials in Pristina s government, will function under Kosovo law but operate in the Netherlands to minimize the risk of witness intimidation and judicial corruption in Kosovo.  The Kosovo Specialist Chamber was set up in The Hague following U.S. and European Union pressure on the Kosovo government to confront allegations of atrocities against ethnic Serbs by Kosovo Liberation Army (KLA) guerrillas.  The KLA rose up against then-Serbian strongman President Slobodan Milosevic, eventually winning crucial NATO air support that halted the killing and expulsion of Kosovo Albanian civilians in a brutal counter-insurgency campaign. Kosovo, with a 90 percent ethnic Albanian majority, declared independence from Serbia in 2008 and has been recognized by over 110 states, but not by Serbia or Russia. The now-disbanded KLA, which counts among its former ranks much of Kosovo s current political elite, has been dogged for years by allegations that it sold organs removed from murdered Serb prisoners on the black market.  We are really fully operational,  Ekaterina Trendafilova, the Bulgarian court president, said, though she did not know when the first indictments would be filed.  Asked if anyone in Kosovo would have immunity, she said:  There is no immunity for anyone regardless of their position, and amnesty also cannot apply.   (We will be addressing) individual criminal responsibility not related to any organization, to any group or ethnicity.  Local media and analysts speculated that some of Kosovo s top officials who held commanding positions within the KLA could face indictments or be called as witnesses. A 2011 report for the Council of Europe linked leading Kosovo figures   notably President Hashim Thaci   to gruesome crimes against Serbs, including trade in organs harvested from prisoners of war. Thaci has denied any wrongdoing.   Another Hague-based court, the U.N. Criminal Tribunal for Former Yugoslavia (ICTY), will close down soon after delivering its last major verdict on Wednesday, convicting former Bosnian Serb military commander Ratko Mladic of genocide. The ICTY, which addressed crimes mainly in the former Yugoslav republics of Bosnia and Croatia, indicted 161 people in all - including Milosevic, who died in prison during his trial - and convicted 83, more than 60 of them ethnic Serbs. ",worldnews,"November 24, 2017 ",True
"WATCH: 40,000 BOY SCOUTS BOO Barack Obama…GO CRAZY…Chant “We Love Trump” During President Trump’s Visit To National Scout Jamboree","President Trump stood in front 40,000 enthusiastic Boy Scouts in West Virginia, as the scouts proudly chanted  USA USA!  President Trump started out his speech to the Boy Scouts by remarking on the size of the crowd. Trump told the Boy Scouts that he estimated the crowd at about 45,000, but joked that the media will probably say there were about 200 scouts in the crowd.Standing on the stage with President Trump were former Scout and Health and Human Services Secretary Tom Price. It only seemed appropriate that Trump would bring his Secretary of Energy Rick Perry to West Virginia, where candidate Trump won the hearts and votes of coal miner s desperate for someone in Washington fight for their jobs.Watch President Trump enter the stage at the scout jamboree as the scouts go wild:President Donald J. Trump arrives at The Summit Bechtel Family National Scout Reserve and proceeds to main stage. #TeamTrumpBTS #MAGA #USAA post shared by President Donald J. Trump (@realdonaldtrump) on Jul 24, 2017 at 5:18pm PDTAs Trump entered the stage, the scouts went wild chanting,  We love Trump!  Trump paused for a moment and then asked the scouts,  By the way just a question:  Did President Obama ever come to a Jamboree?'  The crowd responded by booing the former president. President Trump then told them,  And we ll be back. We l be back. The answer is  no . But we ll be back.  The crowd went wild again!#BoyScouts chant ""WE LOVE TRUMP"" and appear to BOO Obama  pic.twitter.com/uBU7aPLh3S  RSBN TV (@RSBNetwork) July 24, 2017Here s the entire video of President Trump s speech to the Boy Scouts: ",politics,"Jul 24, 2017",Fake
BREAKING: OBAMA-APPOINTED JUDGE ORDERS Vote Recount To Begin At Noon On Monday,"A federal judge has ordered Michigan election officials to begin a massive hand recount of 4.8 million ballots cast in the presidential election at noon Monday.U.S. District Judge Mark Goldsmith issued a ruling just after midnight Monday in favor of Green Party presidential candidate Jill Stein, who sought to let election officials bypass a two-business-day waiting period that would have delayed start of the recount until Wednesday morning.The manual recount process was scheduled to begin Wednesday as specified by state law, and in a rare Sunday hearing in federal court, Goldsmith questioned the harm posed by waiting.Stein s lawyer Mark Brewer argued the case was aimed at ensuring the integrity of Michigan s voting system and that the required waiting period violated Stein s rights to due process and equal protection. He pushed for the recount of 4.8 million ballots to start immediately, which he said would be Monday morning. There are questions raised throughout the country about the integrity of the election system,  Brewer told the judge in front of a courtroom filled with about two dozen people, including state Republican Party Chair Ronna Romney McDaniel.  It s not just rhetoric. The hearing ended Sunday afternoon, with a staffer for the judge saying Goldsmith would issue a written opinion but he did not give a timeline.The deadline to finalize the vote total for the Electoral College is Dec. 13. Chris Thomas, the state elections director, testified Sunday that he could not guarantee that the recount could be finished by that deadline, calling the task  doable but difficult.  Brewer called it  highly doubtful  that the state could finish by the deadline, and asserted the recount needed to start immediately.Read more: Detroit News",left-news,"Dec 5, 2016",Fake
NEW YORK GOV CUOMO Thinks He’s The Boss of You: Bans Travel To Mississippi!,"NY Gov. Andrew Cuomo (D) thinks he s the boss of you! He banned all non-essential travel to Mississippi after the state passed a religious liberty bill that he called a  hateful injustice against the LGBT community.  Can you believe this guy?  The bill, known as House Bill 1523 or the  Protecting Freedom of Conscience from Government Discrimination Act,  was signed into law by Mississippi Gov. Phil Bryant (R) Tuesday and will go into effect July 1.The legislation guards against the discrimination of individuals, religious organizations and certain businesses who have  sincerely held religious beliefs or moral convictions  that marriage  should be recognized as the union of one man and one woman. Under the law, religious leaders can decline to  solemnize any marriage  or provide wedding-related services based on religious or moral objections. In addition, Mississippians can decided  whether or not to hire, terminate or discipline an individual whose conduct or religious beliefs are inconsistent  with their own ideals.After the passage of the new law, Cuomo issued an order Tuesday that  requires all New York State agencies, departments, boards and commissions to immediately review all requests for state funded or state sponsored travel  to Mississippi.Last month, Cuomo did the same thing for travel to North Carolina.Read more: The Blaze ",Government News,"Apr 7, 2016",Fake
OBAMA AND VALERIE JARRETT Finalize Executive Action Gun Control Proposal,"It s almost as though we don t even have a Constitution Never let a crisis go to waste President Barack Obama s advisers are finalizing a proposal that would expand background checks on gun sales without congressional approval.White House adviser Valerie Jarrett says the president has asked his team to complete a proposal and submit it for his review  in short order.  She says the recommendations will include measures to expand background checks.Jarrett spoke Wednesday night at a vigil for the victims of the Newtown shooting, according to a summary provided by the White House.After the mass shooting in Roseburg, Oregon, Obama said his team was looking for ways to tighten gun laws without a vote in Congress. White House officials have said they re exploring closing the so-called  gun show loophole  that anti-gun advocates claim allows people to buy weapons at gun shows and online without a background check.The move comes following the deadly terrorist attack in San Bernardino, California, that left 14 people dead. All of the guns used in the massacre were purchased legally. Opponents of new gun control regulations have argued that the proposals being pushed by Obama would not have prevented the tragedy or recent mass shootings. Via: The Blaze",politics,"Dec 11, 2015",Fake
"Key U.S. House committee approves healthcare bill, vote set for Thursday","WASHINGTON (Reuters) - The U.S. House Rules committee approved a Republican healthcare bill late on Wednesday night, a procedural hurdle cleared ahead of a planned vote on Thursday on the legislation by the entire chamber. The bill would roll back the 2010 Affordable Care Act, known as Obamacare, while keeping in place some key provisions and creating an $8 billion fund to cover costs for those with pre-existing conditions who would face higher costs under the new system.  ",politicsNews,"May 4, 2017 ",True
Cambodia's Hun Sen urges arrests of opposition 'rebels in the city',"PHNOM PENH (Reuters) - Cambodia could make more arrests of people linked to a plot to overthrow the government, Prime Minister Hun Sen said on Monday, attacking opposition figures as  rebels in the city  bent on staging a  color revolution , despite past failures. The comment is part of the strongman s widening crackdown on opposition politicians and independent media that critics and rights groups see as an effort to shore up his party s strength ahead of a general election next year. Last month, authorities arrested Kem Sokha, leader of the opposition Cambodia National Rescue Party (CNRP), and charged him with treason and espionage over an alleged plot to take power with help from the United States. The U.S. embassy has rejected any suggestion of interference in politics. The Sept. 3 arrest sparked condemnation from Western countries, and the CNRP has said about half its members of parliament have fled Cambodia fearing a crackdown by Hun Sen.  This isn t over yet with one arrest, I would like to send out a message,  Hun Sen, who has ruled Cambodia for more than 30 years, said at an opening ceremony for a hotel in Siem Reap province.  This set-up is a systematic activity,  he added, referring to the alleged opposition plot to overthrow his government.  The rebels in the city that do  color revolution  are absolutely rejected.  Hun Sen can claim support from his main ally, China, which has said it supports Cambodia s efforts to maintain its security. The government says a 2013 video in which Kem Sokha tells supporters he has help from unidentified Americans to gain power is evidence that he was colluding with the United States. The opposition argues the video is evidence of an election strategy, not a coup plot. ",worldnews,"October 2, 2017 ",True
 WATCH: Wolf Blitzer Makes Republican Throw Temper Tantrum Over Trump’s Nazi Problem,"The media needs to keep grilling Republicans over Donald Trump s flirtation with Nazis, because it s clearly a sore spot.When RNC communications director Sean Spicer appeared on CNN with Wolf Blitzer on Tuesday night, he was apparently hoping for a softball interview.But Blitzer had other ideas and soon called out Trump for being quick to whine and condemn the diverse cast of  Hamilton  while being very slow to condemn neo-Nazis and white supremacists.Blitzer wanted to know why Trump won t just deliver a speech openly condemning these deplorable groups. Spicer responded by saying that,  At some point, you ve gotta take his position and move on! Spicer said that Trump merely mentioning a disavowal should be enough and that he has  made his position clear,  but the problem is that Trump hasn t made it clear. Every time he claims to disavow these groups he ends up blowing them a kiss by sharing their tweets or supporting a policy that they support. In fact, these groups have become so emboldened by Trump that hate crimes have spiked since Election Day.Nazis and white supremacists are celebrating in the streets because they think Trump is the second coming of Hitler and that it will be open season on minorities across the country.Blitzer asked why these groups still support Trump even though he  disavowed  them, and Spicer threw a hissy fit. I don t know!  he snapped.  That s really not my focus, figuring out why certain groups support him! Blitzer pointed out that Trump has failed to condemn these groups unlike his consistent attacks on diverse groups like the cast of  Hamilton  for just merely passing on a message to Mike Pence.And Blitzer s persistence cause Spicer to lose his shit. You ve asked me eight times, the same question! I ve told you what his position is. That s not his focus! His focus is making this country better for all Americans, creating a better country, creating a better education system for all Americans, rebuilding our inner cities. That s what his focus is. So I get that you guys all want to ask the same question over and over again and make him denounce it eight ways to Sunday, but it s not what he wants to talk about! Here s the video via YouTube. The relevant remarks are at the 4:30 mark.The reason why these groups still support Trump is because his condemnation of them has been weak from the very beginning, so it seems like Trump is only saying the minimum to make it sound like he condemns them. What Trump needs to do is deliver a speech to the entire country making it clear once and for all that he strongly condemns these groups and that he does not share their views nor will he help them pursue their hateful agenda.Featured Image: Screenshot",News,"November 23, 2016",Fake
"RIP PROUD PATRIOT: MARINE Dies After Delivering Powerful Message To President Trump, Mike Pence, General Mattis: “Give ‘Em Hell…Semper Fi…God Bless” [VIDEO]","Larry Lindsey fought hard for Trump in Colorado during the primaries. He passed away hours after recording his final goodbye.RIP patriot.  President Trump, Vice President Pence and General Mattis, I would like to say that the greatest honor of my life has been to wage this battle with you. I have been prouder of being a Marine than anything I have ever done in my life. Having a hand in some small way in fighting for my country has meant the world to me. There is no greater honor for me, to have great men like you leading this country back to its foundation and back to God. President Trump, I have no doubt in my heart and in my mind, that you will be perhaps the greatest President in the history of our country. Vice President Pence, I am so honored to call you my Vice President. You are an incredibly good man and probably the only Vice President in probably 150 years to have any brains, and I appreciate that from you. The candor and the honesty from both of you men is much needed at this day and time. General Mattis, sir, it appears that I am now out of ammunition, but I continue to fight with my last breath. I do not fear death, because I know where I m going and I m only going home for a rest. It s you people here, the good people of America for whom I cry, my loved ones and my friends and the sacrifices they must continue to make in this fight to restore our country. Dying is the easy part. Dying is the comforting part if you know who your God is and you know that he holds your hand, and I do. I praise God for a wonderful life, so many wonderful blessings that I have known and so many wonderfully kind and loving people in this country whom I have met during my fight for this country. I want you to know, each and every one of you that we have taken on a challenge that has only just begun. The real battle lies ahead. And General Mattis, I have only one request sir, and that is,  Give  em hell. Semper fi.God bless. Larry Lindsey fought hard for Trump in Colorado during the primaries. He passed away hours after recording his final goodbye.RIP patriot.   pic.twitter.com/mJB1bn1XZN  Alex   (@SoCal4Trump) December 18, 2016",politics,"Dec 18, 2016",Fake
 The Shocking Detail Trump Doesn’t Want You To Know About HIS MOTHER (VIDEO),"A rather interesting detail has emerged about Donald Trump s mother that is threatening to derail part of Trump s campaign that he s heavily relied on to win over America s most racist voters.According to a recent report released by The National, Trump s mother, Mary Anne Macleod, was actually a poor Scottish immigrant that came to the United States to make a better life for herself   a realization that stands in stark contrast to the story the business mogul has been telling.It shouldn t come as a shock that The Donald would hide the fact that his mother came to America with nothing but $50 in her purse. Why wouldn t he want people to know that his mother came to the country dirt poor and became a multi-millionaire philanthropist, other than the fact that he has slammed immigrants all throughout his presidential campaign? After all, his website says this: The influx of foreign workers holds down salaries, keeps unemployment high, and makes it difficult for poor and working-class Americans   including immigrants themselves and their children   to earn a middle-class wage. Nearly half of all immigrants and their US-born children currently live in or near poverty, including more than 60 per cent of Hispanic immigrants.Every year, we voluntarily admit another two million new immigrants, guest workers, refugees, and dependents, growing our existing all-time historic record population of 42 million immigrants.We need to control the admission of new low-earning workers in order to: help wages grow, get teenagers back to work, aid minorities  rise into the middle class, help schools and communities falling behind, and to ensure our immigrant members of the national family become part of the American dream. The  low-earning worker  that Trump is trashing on his website is the very person his mother was when she left Scotland to come to America in 1930. Despite that he has his mother to thank for the opportunities he was given, Trump can still find it in himself to say foolish, hateful things like, We re building a wall. It s going to be a wall that is not   nobody s going through my wall. Trump builds walls. I build walls. The report by The National isn t the first time the fact that Trump is the son of an immigrant has threatened to ruin his hateful anti-immigrant rhetoric. Earlier this year, Trump s former GOP rival Ted Cruz called Trump out during a childish  birther  fight. Cruz said: The legal issue is quite straightforward, but I would note that the birther theories that Donald has been relying on, some of the more extreme ones insist that you must not only be born on U.S. soil, but have two parents born on U.S. soil. Under that theory, not only would I be disqualified, Marco Rubio would be disqualified, Bobby Jindal would be disqualified, and interestingly enough, Donald J. Trump would be disqualified because Donald s mother was born in Scotland, You can watch that moment below:But before Cruz, Real Time s Bill Baher did an even more amazing job at highlighting the hypocrisy in Trump s immigration stance   and it goes much deeper than his own mother. Laying into the presumptive Republican nominee, Maher pointed out that two out of three of Trump s wives have been immigrants. Maher said: Nobody brings this up about Donald Trump, who is always on about,  We can t have foreigners coming into this country!  His first wife is from Czechoslovakia. His current wife is from Slovenia. So, if you think crawling under a wall is the most disgusting way to become an American, somewhere there is a Panamanian woman hiding in a truck full of chickens with ten pounds of heroin-filled condoms in her stomach who s thinking,  Well, at least I didn t have to blow Donald Trump. Featured image via Tom Lynn / Getty Images",News,"May 23, 2016",Fake
Irish border row thwarts May bid to clinch Brexit trade deal,"BRUSSELS (Reuters) - Prime Minister Theresa May failed to clinch a deal on Monday to open talks on post-Brexit free trade with the European Union after a tentative deal with Dublin to keep EU rules in Northern Ireland angered her allies in Belfast. The British leader had sat down to lunch with European Commission President Jean-Claude Juncker hoping that a last-minute offer to the Irish government of  regulatory alignment  on both sides of a new UK-EU land border would remove a last obstacle to the EU open talks next week on future trade. Yet as May and Juncker spoke in Brussels and the pound rose on prospects of free trade and perhaps a very  soft Brexit , Northern Ireland s Democratic Unionist Party (DUP) issued an uncompromising reiteration of its refusal to accept any  divergence  from rules on the British mainland. Irish Prime Minister Leo Varadkar cancelled a news conference and the pound fell back, losing a cent against the dollar, as May and Juncker emerged to say there was still not  sufficient progress  on divorce terms to move ahead. May agreed with Juncker that a deal could be reached in a few days before the EU summit on Dec. 14-15, but that promise did little to stem recriminations at home, where Brexit campaigners want Britain to become what one called a  free agent  and set its own rules. Varadkar shared the view of some officials in Brussels that it was an opportunity missed.  I m surprised and disappointed that the U.K. government appears not to be in a position to conclude what was agreed earlier today,  he told a news conference in Dublin.  I accept that the British prime minister has asked for more time and I know that she faces many challenges and I acknowledge that she is negotiating in good faith but my position and that of the Irish government is unequivocal.  The Irish border has emerged as a defining issue for Brexit, one of the thorniest of three main issues, which include how much Britain should pay to leave and protections for expatriate citizens rights, to be settled before moving talks forward. With time running down after Britain triggered the two-year divorce process in March, May is keen to push the talks to a discussion of future trade to try to offer nervous businesses some certainty over their investment decisions.      All sides say they want to avoid a return to a hard border between EU member Ireland and the British province of Northern Ireland, which might upset the peace established after decades of violence. But they have found it difficult to find the right wording on guaranteeing the unguarded border as set out in the 1998 Good Friday peace agreement that will suit all sides. Dependent on the support of lawmakers in the DUP for a majority in parliament, May must keep them on board and has repeated that she wants to maintain the economic integrity of the United Kingdom in any Brexit deal. By suggesting May would settle for continued regulatory alignment if there was no alternative way, some in the DUP and in her own party fear Northern Ireland could get a kind of special status that could draw it away from the mainland. A DUP source said the party s leader, Arlene Foster, had spoken to May while she was in Brussels. The phone call took place shortly after Foster told supporters she would not allow a Brexit deal that created  regulatory divergence . The leaders of Scotland and Wales, and the mayor of London, also announced that they would want to follow suit if special terms were agreed for Northern Ireland.  We haven t decided to dismantle the United Kingdom and give in to the demands of the Irish government,  said pro-Brexit lawmaker Jacob Rees-Mogg after a Conservative Party meeting in London. May s aides were sanguine, saying expectations had been too high for what some had billed as a crunch meeting in Brussels, and they played down any involvement of the DUP in sinking the deal. One EU official even said the last-minute hitch may have been stage-managed to give the British prime minister some scope for saying she had fought hard for her position with the EU. Juncker hailed May as a  tough negotiator . May added:  We will reconvene before the end of the week and I am also confident that we will conclude this positively.  But European Council President Donald Tusk, who met May and who will chair next week s summit in Brussels, said that he had been ready to send draft negotiating guidelines for a free trade pact to EU leaders on Tuesday.  It is now getting very tight but agreement at December (summit) is still possible,  Tusk tweeted. ",worldnews,"December 3, 2017 ",True
"Senate passes budget blueprint, key to Trump tax effort","WASHINGTON (Reuters) - President Donald Trump’s drive to overhaul the U.S. tax code cleared a critical hurdle on Thursday when the Senate approved a budget blueprint for the 2018 fiscal year that will pave the way for Republicans to pursue a tax-cut package without Democratic support. By a 51-to-49 vote, the Republican-controlled Senate approved the budget measure, which would add up to $1.5 trillion to the federal deficit over the next decade in order to pay for proposed tax cuts. “With this budget, we’re on a path to deliver much-needed relief to American individuals and families who have borne the burden of an unfair tax code,” Senate Majority Leader Mitch McConnell said after it passed. “Great news on the 2018 budget @SenateMajLdr McConnell - first step toward delivering MASSIVE tax cuts for the American people!,” Trump tweeted early on Friday.   But Democrats are likely to oppose the Trump administration’s tax plan, which promises to deliver up to $6 trillion in tax cuts to businesses and individuals.  “This is not a bad budget bill, it is a horrific budget bill,” Senator Bernie Sanders, an independent who ran for the 2016 Democratic presidential nomination, said before the vote. “At a time of massive income inequality, this budget provides $1.9 trillion in tax breaks for the top 1 percent.” The resolution has to be reconciled with a markedly different version passed by the House of Representatives, where Republicans say negotiations on a unified measure could take up to two weeks. The House budget resolution calls for a revenue-neutral tax bill and would combine tax cuts in the same legislation as $203 billion in spending cuts to mandatory programs including food assistance for the poor. The Senate version instructs the Energy and Natural Resources Committee to save at least $1 billion over the next decade. It also contains a legislative tool called reconciliation, which would enable Republicans, who control the 100-seat Senate by a 52-48 margin, to move tax legislation through the Senate on a simple majority vote. Otherwise, tax reform would need 60 votes and would likely fail. After failing to approve Trump-backed legislation to overturn Obamacare, Senate Republicans are under intense pressure to succeed on tax reform. Although Democratic votes will likely not be needed to pass tax legislation, Trump sought the support of six Senate Democrats at a Wednesday meeting with Finance Committee members from both parties. Five of the six Democrats, whom the White House described as open to working with Trump on taxes, are up for reelection next year in states that Trump carried in the 2016 election.  The White House contends that the Republicans’ plan to slash the corporate income tax rate to 20 percent from 35 percent would create jobs and boost wages for blue-collar workers. But Senator Ron Wyden, the top Democrat on the tax-writing Finance Committee, who attended the White House meeting, said he made clear to Trump that Democrats believed his plan would benefit the wealthy, raise taxes on some middle-class Americans and increase the federal deficit.  ",politicsNews,"October 19, 2017 ",True
 White Nationalist Radio: Trump Gave Us A Press Pass And We Interviewed His Son,"The hosts of a racist, white nationalist radio show say that they were given official press credentials by Donald Trump s presidential campaign. Even worse, the show says that they were given access to Donald Trump, Jr. and recorded a 20 minute interview with him.The program is called  The Political Cesspool,  and has a considerable history and record of promoting white supremacist ideas and concepts.Political Cesspool radio host James Edwards wrote on his blog that he attended a Donald Trump rally in Memphis on Saturday night as a fully credentialed member of the media and enjoyed the unique experience of being able to air a live broadcast of The Political Cesspool Radio Program from inside the press pen while the event was in full swing. The host said that the interview with the younger Trump will be posted on their website on Saturday.He also bragged that Trump is the first Republican nominee he plans to vote for. After getting an official press pass, the white nationalists were given access to the press area of Trump s campaign rally. Edwards wrote,  After getting my start in politics with Pat Buchanan in 2000, Donald Trump will be the first Republican nominee that I have ever voted for. Buchanan was a man ahead of the times and Trump is his vindicator. Pat Buchanan is of course the former Nixon operative and NBC contributor who has written books excusing the Holocaust and praising Hitler.The Political Cesspool radio show has in the past argued that  interracial sex is white genocide  and  slavery is the greatest thing that ever happened to  black people.Trump recently triggered a national outcry by refusing to disavow or deny an endorsement from white nationalist and former Ku Klux Klansman David Duke in an interview with CNN host Jake Tapper. After being slammed for the failure to distance himself from a notorious racist, Trump concocted the claim that he was having problems with his earpiece and didn t hear the question.He made no such indication during the interview, and in fact repeated the terms  David Duke  and  white supremacist. Featured image via Flickr",News,"March 1, 2016",Fake
‘Vaccine Choice’ Mom Gets Jail Time for Not Jabbing Her Kid,"21st Century Wire says We ve been covering the anti-vaccine movement (and the science) for quite some time. The dangers of aluminum and the neurotoxicity of vaccines are well-documented. Now, this debate has turned up in a court of law. Which prompts us to ask this question again: Should the government force parents to vaccinate their kids?Rebecca Bredow, a self-proclaimed  vaccine choice  mom from Detroit, has just been sentenced to seven days in jail for contempt, defying a court order that states she agreed with her ex-husband to vaccinate their 9-year-old son.The judge also ordered to have the child vaccinated within one week, while Bredow is serving her jail sentence. Attorneys for the anti-vaxxer mom, who refused to jab her son based on her personal and religious beliefs, have said they will be filing an appeal. I would rather sit behind bars standing up for what I believe in, than giving in to something I strongly don t believe in, Bredow said in her statement to the court.As WXYX-TV Detroit reports, the son s father must get the child vaccinated before his mother gets out of jail, or this story could take yet another controversial turn WATCH: READ MORE VACCINE NEWS AT: 21st Century Wire Vax FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",Middle-east,"October 7, 2017",Fake
